"DISTRICT_CODE","DISTRICT_NAME","SCHOOL_CODE","SCHOOL_NAME","X_FREE_AND_REDUCED"
"880","DENVER COUNTY 1","8086","SOUTH HIGH SCHOOL","71.50"
"880","DENVER COUNTY 1","8132","SOUTHWEST EARLY COLLEGE CHARTER SCHOOL","81.80"
"880","DENVER COUNTY 1","8138","SOUTHMOOR ELEMENTARY SCHOOL","28.40"
"880","DENVER COUNTY 1","8145","SUMMIT ACADEMY","69.50"
"880","DENVER COUNTY 1","8222","STECK ELEMENTARY SCHOOL","11.90"
"880","DENVER COUNTY 1","8232","STEDMAN ELEMENTARY SCHOOL","88.70"
"880","DENVER COUNTY 1","8242","STEELE ELEMENTARY SCHOOL","11.20"
"880","DENVER COUNTY 1","8422","SWANSEA ELEMENTARY SCHOOL","96.50"
"880","DENVER COUNTY 1","8776","TELLER ELEMENTARY SCHOOL","39.30"
"880","DENVER COUNTY 1","8822","THOMAS JEFFERSON HIGH SCHOOL","47.80"
"880","DENVER COUNTY 1","8888","TRAYLOR ELEMENTARY SCHOOL","63.50"
"880","DENVER COUNTY 1","8909","TREVISTA ECE-8 AT HORACE MANN","96.30"
"880","DENVER COUNTY 1","8970","UNIVERSITY PARK ELEMENTARY SCHOOL","27.90"
"880","DENVER COUNTY 1","9050","VALVERDE ELEMENTARY SCHOOL","97.80"
"880","DENVER COUNTY 1","9336","WEST DENVER PREP - HIGHLAND CAMPUS","93.50"
"880","DENVER COUNTY 1","9389","WEST DENVER PREP; HARVEY PARK CAMPUS","89.90"
"880","DENVER COUNTY 1","9390","WEST DENVER PREP - LAKE CAMPUS","92.90"
"880","DENVER COUNTY 1","9408","WEST HIGH SCHOOL","87.70"
"880","DENVER COUNTY 1","9425","WESTERLY CREEK ELEMENTARY","19.70"
"880","DENVER COUNTY 1","9496","CASTRO ELEMENTARY SCHOOL","97.70"
"880","DENVER COUNTY 1","9548","WHITTIER K-8 SCHOOL","95.60"
"880","DENVER COUNTY 1","9623","WILLIAM (BILL) ROBERTS K-8 SCHOOL","17.20"
"880","DENVER COUNTY 1","9739","WYATT-EDISON CHARTER ELEMENTARY SCHOOL","84.90"
"890","DOLORES COUNTY RE NO.2","50","RICO ELEMENTARY SCHOOL","0.00"
"890","DOLORES COUNTY RE NO.2","2216","DOVE CREEK HIGH SCHOOL","44.40"
"890","DOLORES COUNTY RE NO.2","7764","SEVENTH STREET ELEMENTARY SCHOOL","57.80"
"900","DOUGLAS COUNTY RE 1","11","ACADEMY CHARTER SCHOOL","8.00"
"900","DOUGLAS COUNTY RE 1","12","ACRES GREEN ELEMENTARY SCHOOL","17.60"
"900","DOUGLAS COUNTY RE 1","201","DANIEL C OAKES HIGH SCHOOL--CASTLE ROCK","4.60"
"900","DOUGLAS COUNTY RE 1","215","AMERICAN ACADEMY AT CASTLE PINES CHARTER","1.50"
"900","DOUGLAS COUNTY RE 1","264","CIMARRON MIDDLE","9.40"
"900","DOUGLAS COUNTY RE 1","265","CLEAR SKY ELEMENTARY","15.20"
"900","DOUGLAS COUNTY RE 1","266","GOLD RUSH ELEMENTARY","7.70"
"900","DOUGLAS COUNTY RE 1","267","MESA MIDDLE SCHOOL","13.80"
"900","DOUGLAS COUNTY RE 1","354","ARROWWOOD ELEMENTARY SCHOOL","9.10"
"900","DOUGLAS COUNTY RE 1","651","BEAR CANYON ELEMENTARY SCHOOL","6.80"
"900","DOUGLAS COUNTY RE 1","1131","BUFFALO RIDGE ELEMENTARY SCHOOL","4.00"
"900","DOUGLAS COUNTY RE 1","1362","CASTLE ROCK ELEMENTARY SCHOOL","16.80"
"900","DOUGLAS COUNTY RE 1","1367","CASTLE VIEW HIGH SCHOOL","11.90"
"900","DOUGLAS COUNTY RE 1","1503","CHAPARRAL HIGH SCHOOL","8.60"
"900","DOUGLAS COUNTY RE 1","1512","CHALLENGE TO EXCELLENCE CHARTER SCHOOL","6.00"
"900","DOUGLAS COUNTY RE 1","1578","CHERRY VALLEY ELEMENTARY SCHOOL","20.30"
"900","DOUGLAS COUNTY RE 1","1579","NORTH STAR ACADEMY","0.00"
"900","DOUGLAS COUNTY RE 1","1873","CORE KNOWLEDGE CHARTER SCHOOL","3.10"
"900","DOUGLAS COUNTY RE 1","1899","COPPER MESA ELEMENTARY SCHOOL","2.20"
"900","DOUGLAS COUNTY RE 1","1925","COUGAR RUN ELEMENTARY SCHOOL","9.70"
"900","DOUGLAS COUNTY RE 1","1934","COYOTE CREEK ELEMENTARY SCHOOL","4.80"
"900","DOUGLAS COUNTY RE 1","2012","CRESTHILL MIDDLE SCHOOL","10.40"
"900","DOUGLAS COUNTY RE 1","2226","CASTLE ROCK MIDDLE SCHOOL","14.00"
"900","DOUGLAS COUNTY RE 1","2230","DOUGLAS COUNTY HIGH SCHOOL","10.30"
"900","DOUGLAS COUNTY RE 1","2232","ROCK RIDGE ELEMENTARY SCHOOL","12.30"
"900","DOUGLAS COUNTY RE 1","2233","CHEROKEE TRAIL ELEMENTARY SCHOOL","11.60"
"900","DOUGLAS COUNTY RE 1","2234","EAGLE RIDGE ELEMENTARY SCHOOL","9.60"
"900","DOUGLAS COUNTY RE 1","2338","EAGLE ACADEMY","1.00"
"900","DOUGLAS COUNTY RE 1","2656","ELDORADO ELEMENTARY SCHOOL","5.70"
"900","DOUGLAS COUNTY RE 1","2952","MAMMOTH HEIGHTS ELEMENTARY","10.60"
"900","DOUGLAS COUNTY RE 1","2953","STONE MOUNTAIN ELEMENTARY","1.30"
"900","DOUGLAS COUNTY RE 1","2954","ROXBOROUGH INTERMEDIATE","9.10"
"900","DOUGLAS COUNTY RE 1","2965","FLAGSTONE ELEMENTARY SCHOOL","10.80"
"900","DOUGLAS COUNTY RE 1","3138","FOX CREEK ELEMENTARY SCHOOL","8.60"
"900","DOUGLAS COUNTY RE 1","3172","FRANKTOWN ELEMENTARY SCHOOL","9.40"
"900","DOUGLAS COUNTY RE 1","3241","FRONTIER VALLEY ELEMENTARY SCHOOL","5.60"
"900","DOUGLAS COUNTY RE 1","3928","HERITAGE ELEMENTARY SCHOOL","4.10"
"900","DOUGLAS COUNTY RE 1","3980","HIGHLANDS RANCH HIGH SCHOOL","8.00"
"900","DOUGLAS COUNTY RE 1","3995","HOPE ON-LINE","62.80"
"900","DOUGLAS COUNTY RE 1","4271","LEGEND HIGH SCHOOL","8.60"
"900","DOUGLAS COUNTY RE 1","4292","IRON HORSE ELEMENTARY SCHOOL","13.20"
"900","DOUGLAS COUNTY RE 1","4980","LARKSPUR ELEMENTARY SCHOOL","7.70"
"900","DOUGLAS COUNTY RE 1","5045","LEGACY POINT ELEMENTARY SCHOOL","11.70"
"900","DOUGLAS COUNTY RE 1","5405","EDCSD; COLORADO CYBER SCHOOL","9.10"
"900","DOUGLAS COUNTY RE 1","5607","SAGE CANYON ELEMENTARY","5.90"
"900","DOUGLAS COUNTY RE 1","5745","MEADOW VIEW ELEMENTARY SCHOOL","8.50"
"900","DOUGLAS COUNTY RE 1","5843","LONE TREE ELEMENTARY","4.00"
"900","DOUGLAS COUNTY RE 1","5997","D C S MONTESSORI CHARTER SCHOOL","4.20"
"900","DOUGLAS COUNTY RE 1","6152","MOUNTAIN VIEW ELEMENTARY SCHOOL","5.80"
"900","DOUGLAS COUNTY RE 1","6164","MOUNTAIN RIDGE MIDDLE SCHOOL","7.00"
"900","DOUGLAS COUNTY RE 1","6165","MOUNTAIN VISTA HIGH SCHOOL","5.80"
"900","DOUGLAS COUNTY RE 1","6365","SKYVIEW ACADEMY","2.70"
"900","DOUGLAS COUNTY RE 1","6396","NORTHEAST ELEMENTARY SCHOOL","6.00"
"900","DOUGLAS COUNTY RE 1","6406","NORTHRIDGE ELEMENTARY SCHOOL","11.10"
"900","DOUGLAS COUNTY RE 1","6772","SAGEWOOD MIDDLE SCHOOL","8.60"
"900","DOUGLAS COUNTY RE 1","6773","SIERRA MIDDLE SCHOOL","10.30"
"900","DOUGLAS COUNTY RE 1","6938","PINE GROVE ELEMENTARY SCHOOL","4.50"
"900","DOUGLAS COUNTY RE 1","6940","PINE LANE ELEMENTARY","20.30"
"900","DOUGLAS COUNTY RE 1","6961","PIONEER ELEMENTARY SCHOOL","13.70"
"900","DOUGLAS COUNTY RE 1","7047","PLATTE RIVER CHARTER ACADEMY","0.00"
"900","DOUGLAS COUNTY RE 1","7096","ROXBOROUGH ELEMENTARY SCHOOL","6.50"
"900","DOUGLAS COUNTY RE 1","7118","PONDEROSA HIGH SCHOOL","8.70"
"900","DOUGLAS COUNTY RE 1","7134","PRAIRIE CROSSING ELEMENTARY SCHOOL","5.10"
"900","DOUGLAS COUNTY RE 1","7245","RANCH VIEW MIDDLE SCHOOL","6.30"
"900","DOUGLAS COUNTY RE 1","7297","REDSTONE ELEMENTARY SCHOOL","1.40"
"900","DOUGLAS COUNTY RE 1","7319","RENAISSANCE EXPEDITION LEARN OUTWARD BOUND SCHOOL","4.40"
"900","DOUGLAS COUNTY RE 1","7435","ROCK CANYON HIGH SCHOOL","1.90"
"900","DOUGLAS COUNTY RE 1","7448","ROCKY HEIGHTS MIDDLE SCHOOL","2.00"
"900","DOUGLAS COUNTY RE 1","7562","SADDLE RANCH ELEMENTARY SCHOOL","2.30"
"900","DOUGLAS COUNTY RE 1","7610","SAND CREEK ELEMENTARY SCHOOL","11.20"
"900","DOUGLAS COUNTY RE 1","7718","SEDALIA ELEMENTARY SCHOOL","33.10"
"900","DOUGLAS COUNTY RE 1","8106","SOARING HAWK ELEMENTARY SCHOOL","6.10"
"900","DOUGLAS COUNTY RE 1","8126","SOUTH STREET ELEMENTARY SCHOOL","40.00"
"900","DOUGLAS COUNTY RE 1","8382","SUMMIT VIEW ELEMENTARY SCHOOL","3.80"
"900","DOUGLAS COUNTY RE 1","8847","THUNDERRIDGE HIGH SCHOOL","6.50"
"900","DOUGLAS COUNTY RE 1","8853","TIMBER TRAIL ELEMENTARY SCHOOL","3.50"
"900","DOUGLAS COUNTY RE 1","8897","TRAILBLAZER ELEMENTARY SCHOOL","6.60"
"900","DOUGLAS COUNTY RE 1","9592","WILDCAT MOUNTAIN ELEMENTARY SCHOOL","5.00"
"910","EAGLE COUNTY RE 50","37","RED HILL ELEMENTARY SCHOOL","45.90"
"910","EAGLE COUNTY RE 50","38","BRUSH CREEK ELEMENTARY SCHOOL","16.30"
"910","EAGLE COUNTY RE 50","39","GYPSUM CREEK MIDDLE SCHOOL","56.30"
"910","EAGLE COUNTY RE 50","205","RED CANYON HIGH SCHOOL","27.90"
"910","EAGLE COUNTY RE 50","471","AVON ELEMENTARY SCHOOL","77.30"
"910","EAGLE COUNTY RE 50","604","BATTLE MOUNTAIN HIGH SCHOOL","31.60"
"910","EAGLE COUNTY RE 50","793","BERRY CREEK MIDDLE SCHOOL","71.00"
"910","EAGLE COUNTY RE 50","2340","EAGLE COUNTY CHARTER ACADEMY","0.00"
"910","EAGLE COUNTY RE 50","2346","EAGLE VALLEY ELEMENTARY SCHOOL","47.40"
"910","EAGLE COUNTY RE 50","2350","EAGLE VALLEY HIGH SCHOOL","29.50"
"910","EAGLE COUNTY RE 50","2355","EAGLE VALLEY MIDDLE SCHOOL","30.30"
"910","EAGLE COUNTY RE 50","2530","EDWARDS ELEMENTARY SCHOOL","48.60"
"910","EAGLE COUNTY RE 50","3710","GYPSUM ELEMENTARY SCHOOL","64.60"
"910","EAGLE COUNTY RE 50","4838","JUNE CREEK ELEMENTARY SCHOOL","62.30"
"910","EAGLE COUNTY RE 50","5742","MEADOW MOUNTAIN ELEMENTARY SCHOOL","66.80"
"910","EAGLE COUNTY RE 50","5930","MINTURN MIDDLE SCHOOL","28.60"
"910","EAGLE COUNTY RE 50","6238","NEW AMERICA CHARTER SCHOOL","0.00"
"910","EAGLE COUNTY RE 50","7296","RED SANDSTONE ELEMENTARY SCHOOL","27.60"
"910","EAGLE COUNTY RE 50","9061","VAIL SKI AND SNOWBOARD ACADEMY (USSA)","0.00"
"920","ELIZABETH C-1","2572","LEGACY ACADEMY","11.20"
"920","ELIZABETH C-1","2604","ELIZABETH MIDDLE SCHOOL","15.70"
"920","ELIZABETH C-1","2608","ELIZABETH HIGH SCHOOL","10.80"
"920","ELIZABETH C-1","3236","FRONTIER HIGH SCHOOL","44.10"
"920","ELIZABETH C-1","7517","RUNNING CREEK ELEMENTARY SCHOOL","23.80"
"920","ELIZABETH C-1","7925","SINGING HILLS ELEMENTARY SCHOOL","15.00"
"930","KIOWA C-2","4724","KIOWA ELEMENTARY SCHOOL","43.20"
"930","KIOWA C-2","4726","KIOWA MIDDLE SCHOOL","41.00"
"930","KIOWA C-2","4728","KIOWA HIGH SCHOOL","40.70"
"940","BIG SANDY 100J","7914","SIMLA ELEMENTARY SCHOOL","63.50"
"940","BIG SANDY 100J","7918","SIMLA JUNIOR HIGH SCHOOL","46.10"
"940","BIG SANDY 100J","7922","SIMLA HIGH SCHOOL","54.00"
"950","ELBERT 200","2570","ELBERT ELEMENTARY SCHOOL","28.40"
"950","ELBERT 200","2574","ELBERT JUNIOR-SENIOR HIGH SCHOOL","30.60"
"960","AGATE 300","44","AGATE ELEMENTARY SCHOOL","53.80"
"960","AGATE 300","48","AGATE JUNIOR-SENIOR HIGH SCHOOL","55.00"
"970","CALHAN RJ-1","35","FRONTIER CHARTER ACADEMY","43.10"
"970","CALHAN RJ-1","1210","CALHAN ELEMENTARY SCHOOL","47.00"
"970","CALHAN RJ-1","1215","CALHAN MIDDLE SCHOOL","36.80"
"970","CALHAN RJ-1","1218","CALHAN HIGH SCHOOL","32.60"
"980","HARRISON 2","29","ADULT  and  FAMILY LITERACY","4.30"
"980","HARRISON 2","469","ATLAS PREPARATORY SCHOOL","82.50"
"980","HARRISON 2","1000","BRICKER ELEMENTARY SCHOOL","84.10"
"980","HARRISON 2","1306","CARMEL MIDDLE SCHOOL","81.70"
"980","HARRISON 2","1383","CENTENNIAL ELEMENTARY SCHOOL","92.80"
"980","HARRISON 2","1490","CHAMBERLIN ACADEMY","80.70"
"980","HARRISON 2","3392","GIBERSON ELEMENTARY SCHOOL","87.40"
"980","HARRISON 2","3522","FOX MEADOW MIDDLE SCHOOL","73.60"
"980","HARRISON 2","3806","HARRISON HIGH SCHOOL","70.30"
"980","HARRISON 2","4378","JAMES IRWIN CHARTER HIGH SCHOOL","29.60"
"980","HARRISON 2","4379","JAMES IRWIN CHARTER MIDDLE SCHOOL","43.50"
"980","HARRISON 2","4380","JAMES IRWIN CHARTER ELEMENTARY SCHOOL","38.80"
"980","HARRISON 2","6018","MONTEREY ELEMENTARY SCHOOL","91.00"
"980","HARRISON 2","6162","MOUNTAIN VISTA COMMUNITY SCHOOL","66.00"
"980","HARRISON 2","6244","NEW HORIZONS DAY SCHOOL","71.70"
"980","HARRISON 2","6460","OAK CREEK ELEMENTARY SCHOOL","76.00"
"980","HARRISON 2","6578","OTERO ELEMENTARY SCHOOL","58.10"
"980","HARRISON 2","6686","PANORAMA MIDDLE SCHOOL","79.40"
"980","HARRISON 2","6936","PIKES PEAK ELEMENTARY SCHOOL","86.80"
"980","HARRISON 2","7611","SAND CREEK ELEMENTARY SCHOOL","78.10"
"980","HARRISON 2","7882","SIERRA HIGH SCHOOL","62.90"
"980","HARRISON 2","8034","SOARING EAGLES ELEMENTARY SCHOOL","60.40"
"980","HARRISON 2","8337","STRATMOOR HILLS ELEMENTARY SCHOOL","85.10"
"980","HARRISON 2","8350","STRATTON MEADOWS ELEMENTARY SCHOOL","92.70"
"980","HARRISON 2","8923","TURMAN ELEMENTARY SCHOOL","88.20"
"980","HARRISON 2","9602","WILDFLOWER ELEMENTARY SCHOOL","74.30"
"990","WIDEFIELD 3","3234","FRENCH ELEMENTARY SCHOOL","40.70"
"990","WIDEFIELD 3","4346","TALBOTT ELEMENTARY SCHOOL","58.70"
"990","WIDEFIELD 3","4394","JANITELL JUNIOR HIGH SCHOOL","41.10"
"990","WIDEFIELD 3","5033","JAMES MADISON CHARTER ACADEMY SCHOOL","0.00"
"990","WIDEFIELD 3","5602","MARTIN LUTHER KING JR ELEMENTARY SCHOOL","51.60"
"990","WIDEFIELD 3","5841","MESA RIDGE HIGH SCHOOL","36.00"
"990","WIDEFIELD 3","6362","NORTH ELEMENTARY SCHOOL","60.60"
"990","WIDEFIELD 3","6952","PINELLO ELEMENTARY SCHOOL","60.50"
"990","WIDEFIELD 3","8122","VENETUCCI ELEMENTARY SCHOOL","50.80"
"990","WIDEFIELD 3","8178","SPROUL JUNIOR HIGH SCHOOL","45.60"
"990","WIDEFIELD 3","8392","SUNRISE ELEMENTARY SCHOOL","44.70"
"990","WIDEFIELD 3","9294","WATSON JUNIOR HIGH SCHOOL","47.80"
"990","WIDEFIELD 3","9334","WEBSTER ELEMENTARY SCHOOL","48.10"
"990","WIDEFIELD 3","9560","DISCOVERY HIGH SCHOOL","49.30"
"990","WIDEFIELD 3","9562","WIDEFIELD ELEMENTARY SCHOOL","51.40"
"990","WIDEFIELD 3","9566","WIDEFIELD HIGH SCHOOL","32.10"
"1000","FOUNTAIN 8","203","LORRAINE SECONDARY SCHOOL","50.80"
"1000","FOUNTAIN 8","1332","CARSON MIDDLE SCHOOL","51.70"
"1000","FOUNTAIN 8","1334","ABRAMS ELEMENTARY SCHOOL","72.10"
"1000","FOUNTAIN 8","3027","EAGLESIDE ELEMENTARY SCHOOL","26.30"
"1000","FOUNTAIN 8","3102","ARAGON ELEMENTARY SCHOOL","64.40"
"1000","FOUNTAIN 8","3106","FOUNTAIN MIDDLE SCHOOL","39.20"
"1000","FOUNTAIN 8","3108","MESA ELEMENTARY SCHOOL","43.60"
"1000","FOUNTAIN 8","3110","FOUNTAIN-FORT CARSON HIGH SCHOOL","31.90"
"1000","FOUNTAIN 8","4474","JORDAHL ELEMENTARY SCHOOL","40.00"
"1000","FOUNTAIN 8","6138","MOUNTAINSIDE ELEMENTARY SCHOOL","68.10"
"1000","FOUNTAIN 8","6338","PATRIOT ELEMENTARY SCHOOL","51.80"
"1000","FOUNTAIN 8","9610","WEIKEL ELEMENTARY SCHOOL","34.50"
"1010","COLORADO SPRINGS 11","269","ACHIEVEK12","63.10"
"1010","COLORADO SPRINGS 11","452","AUDUBON ELEMENTARY SCHOOL","62.70"
"1010","COLORADO SPRINGS 11","517","ACADEMY FOR ADVANCED AND CREATIVE LEARNING","20.40"
"1010","COLORADO SPRINGS 11","594","BATES ELEMENTARY SCHOOL","54.80"
"1010","COLORADO SPRINGS 11","871","THE BIJOU SCHOOL","54.50"
"1010","COLORADO SPRINGS 11","1032","BRISTOL ELEMENTARY SCHOOL","74.80"
"1010","COLORADO SPRINGS 11","1126","BUENA VISTA ELEMENTARY SCHOOL","28.80"
"1010","COLORADO SPRINGS 11","1340","CARVER ELEMENTARY SCHOOL","75.50"
"1010","COLORADO SPRINGS 11","1613","CHIPETA ELEMENTARY SCHOOL","13.70"
"1010","COLORADO SPRINGS 11","1616","CIVA CHARTER ACADEMY","43.00"
"1010","COLORADO SPRINGS 11","1625","MCAULIFFE ELEMENTARY","55.70"
"1010","COLORADO SPRINGS 11","1798","COLUMBIA ELEMENTARY SCHOOL","69.80"
"1010","COLORADO SPRINGS 11","1870","CORONADO HIGH SCHOOL","33.60"
"1010","COLORADO SPRINGS 11","1885","COMMUNITY PREP CHARTER SCHOOL","47.80"
"1010","COLORADO SPRINGS 11","2202","DOHERTY HIGH SCHOOL","29.40"
"1010","COLORADO SPRINGS 11","2510","EDISON ELEMENTARY SCHOOL","82.90"
"1010","COLORADO SPRINGS 11","2528","NIKOLA TESLA EDUCATION OPPORTUNITY CENTER","74.20"
"1010","COLORADO SPRINGS 11","3175","FREEDOM ELEMENTARY SCHOOL","21.00"
"1010","COLORADO SPRINGS 11","3218","FREMONT ELEMENTARY SCHOOL","53.40"
"1010","COLORADO SPRINGS 11","3360","GALILEO SCHOOL OF MATH AND SCIENCE","69.40"
"1010","COLORADO SPRINGS 11","3470","GLOBE CHARTER SCHOOL","55.90"
"1010","COLORADO SPRINGS 11","3592","GRANT ELEMENTARY SCHOOL","67.60"
"1010","COLORADO SPRINGS 11","3890","HUNT ELEMENTARY SCHOOL","94.30"
"1010","COLORADO SPRINGS 11","3920","HENRY ELEMENTARY SCHOOL","67.00"
"1010","COLORADO SPRINGS 11","4070","HOLMES MIDDLE SCHOOL","39.20"
"1010","COLORADO SPRINGS 11","4090","MANN MIDDLE SCHOOL","63.70"
"1010","COLORADO SPRINGS 11","4138","HOWBERT ELEMENTARY SCHOOL","37.10"
"1010","COLORADO SPRINGS 11","4358","JACKSON ELEMENTARY SCHOOL","76.20"
"1010","COLORADO SPRINGS 11","4424","JENKINS MIDDLE SCHOOL","26.40"
"1010","COLORADO SPRINGS 11","4530","KELLER ELEMENTARY SCHOOL","57.80"
"1010","COLORADO SPRINGS 11","5146","LIFE SKILLS CENTER OF COLORADO SPRINGS","38.40"
"1010","COLORADO SPRINGS 11","5162","LINCOLN ELEMENTARY SCHOOL","86.10"
"1010","COLORADO SPRINGS 11","5404","MADISON ELEMENTARY SCHOOL","54.20"
"1010","COLORADO SPRINGS 11","5576","TWAIN ELEMENTARY SCHOOL","79.70"
"1010","COLORADO SPRINGS 11","5604","KING ELEMENTARY SCHOOL","48.20"
"1010","COLORADO SPRINGS 11","5610","MARTINEZ ELEMENTARY SCHOOL","22.20"
"1010","COLORADO SPRINGS 11","5878","MIDLAND ELEMENTARY SCHOOL","75.30"
"1010","COLORADO SPRINGS 11","5948","MITCHELL HIGH SCHOOL","62.50"
"1010","COLORADO SPRINGS 11","5988","MONROE ELEMENTARY SCHOOL","88.70"
"1010","COLORADO SPRINGS 11","6306","NORTH MIDDLE SCHOOL","56.40"
"1010","COLORADO SPRINGS 11","6680","PALMER HIGH SCHOOL","35.90"
"1010","COLORADO SPRINGS 11","6856","PENROSE ELEMENTARY SCHOOL","57.40"
"1010","COLORADO SPRINGS 11","7228","QUEEN PALMER ELEMENTARY SCHOOL","87.40"
"1010","COLORADO SPRINGS 11","7482","ROOSEVELT EDISON CHARTER SCHOOL","86.60"
"1010","COLORADO SPRINGS 11","7513","RUDY ELEMENTARY SCHOOL","47.20"
"1010","COLORADO SPRINGS 11","7523","RUSSELL MIDDLE SCHOOL","50.40"
"1010","COLORADO SPRINGS 11","7556","SABIN MIDDLE SCHOOL","56.00"
"1010","COLORADO SPRINGS 11","7705","SCOTT ELEMENTARY SCHOOL","29.60"
"1010","COLORADO SPRINGS 11","8246","STEELE ELEMENTARY SCHOOL","15.70"
"1010","COLORADO SPRINGS 11","8346","STRATTON ELEMENTARY SCHOOL","44.80"
"1010","COLORADO SPRINGS 11","8359","SPACE TECHNOLOGY AND ARTS ACADEMY (STAR ACADEMY)","71.30"
"1010","COLORADO SPRINGS 11","8457","JACK SWIGERT AEROSPACE ACADEMY","85.70"
"1010","COLORADO SPRINGS 11","8466","TAYLOR ELEMENTARY SCHOOL","51.70"
"1010","COLORADO SPRINGS 11","8902","TRAILBLAZER ELEMENTARY SCHOOL","31.80"
"1010","COLORADO SPRINGS 11","9298","WASSON HIGH SCHOOL","58.20"
"1010","COLORADO SPRINGS 11","9404","WEST INTERGENERATIONAL CENTER","66.40"
"1010","COLORADO SPRINGS 11","9445","WEST ELEMENTARY SCHOOL","77.30"
"1010","COLORADO SPRINGS 11","9618","ROGERS ELEMENTARY SCHOOL","77.20"
"1010","COLORADO SPRINGS 11","9660","WILSON ELEMENTARY SCHOOL","83.70"
"1020","CHEYENNE MOUNTAIN 12","1582","CHEYENNE MOUNTAIN CHARTER ACADEMY","30.20"
"1020","CHEYENNE MOUNTAIN 12","1586","CHEYENNE MOUNTAIN ELEMENTARY SCHOOL","3.30"
"1020","CHEYENNE MOUNTAIN 12","1588","CHEYENNE MOUNTAIN JUNIOR HIGH SCHOOL","11.30"
"1020","CHEYENNE MOUNTAIN 12","1590","CHEYENNE MOUNTAIN HIGH SCHOOL","7.60"
"1020","CHEYENNE MOUNTAIN 12","1592","BROADMOOR ELEMENTARY SCHOOL","12.60"
"1020","CHEYENNE MOUNTAIN 12","1604","SKYWAY PARK ELEMENTARY SCHOOL","33.90"
"1020","CHEYENNE MOUNTAIN 12","3482","GOLD CAMP ELEMENTARY SCHOOL","10.20"
"1020","CHEYENNE MOUNTAIN 12","6953","PINON VALLEY ELEMENTARY SCHOOL","11.80"
"1030","MANITOU SPRINGS 14","5460","MANITOU SPRINGS ELEMENTARY SCHOOL","24.10"
"1030","MANITOU SPRINGS 14","5464","MANITOU SPRINGS MIDDLE SCHOOL","30.70"
"1030","MANITOU SPRINGS 14","5468","MANITOU SPRINGS HIGH SCHOOL","14.40"
"1030","MANITOU SPRINGS 14","9010","UTE PASS ELEMENTARY SCHOOL","30.40"
"1040","ACADEMY 20","17","ACADEMY ENDEAVOUR ELEMENTARY SCHOOL","16.10"
"1040","ACADEMY 20","19","ACADEMY INTERNATIONAL ELEMENTARY SCHOOL","7.80"
"1040","ACADEMY 20","74","CHALLENGER MIDDLE SCHOOL","8.20"
"1040","ACADEMY 20","76","AIR ACADEMY HIGH SCHOOL","7.80"
"1040","ACADEMY 20","110","ACADEMY ONLINE HIGH SCHOOL","20.00"
"1040","ACADEMY 20","209","ASPEN VALLEY HIGH SCHOOL","15.90"
"1040","ACADEMY 20","249","ANTELOPE TRAILS ELEMENTARY SCHOOL","6.80"
"1040","ACADEMY 20","1615","CHINOOK TRAIL ELEMENTARY SCHOOL","5.90"
"1040","ACADEMY 20","1627","THE CLASSICAL ACADEMY CHARTER","4.80"
"1040","ACADEMY 20","1629","THE CLASSICAL ACADEMY MIDDLE SCHOOL","5.90"
"1040","ACADEMY 20","1630","THE CLASSICAL ACADEMY HIGH SCHOOL","3.70"
"1040","ACADEMY 20","2195","DISCOVERY CANYON CAMPUS SCHOOL","5.90"
"1040","ACADEMY 20","2248","DOUGLASS VALLEY ELEMENTARY SCHOOL","32.80"
"1040","ACADEMY 20","2358","EAGLEVIEW MIDDLE SCHOOL","15.20"
"1040","ACADEMY 20","2524","EDITH WOLFORD ELEMENTARY SCHOOL","14.10"
"1040","ACADEMY 20","2800","EXPLORER ELEMENTARY SCHOOL","11.60"
"1040","ACADEMY 20","3104","FOOTHILLS ELEMENTARY SCHOOL","16.30"
"1040","ACADEMY 20","3238","FRONTIER ELEMENTARY SCHOOL","30.00"
"1040","ACADEMY 20","3985","HIGH PLAINS ELEMENTARY SCHOOL","30.80"
"1040","ACADEMY 20","5126","LIBERTY HIGH SCHOOL","9.10"
"1040","ACADEMY 20","6140","MOUNTAIN RIDGE MIDDLE SCHOOL","18.40"
"1040","ACADEMY 20","6158","MOUNTAIN VIEW ELEMENTARY SCHOOL","6.90"
"1040","ACADEMY 20","6937","PINE CREEK HIGH SCHOOL","5.00"
"1040","ACADEMY 20","6960","PIONEER ELEMENTARY SCHOOL","42.90"
"1040","ACADEMY 20","7159","PRAIRIE HILLS ELEMENTARY SCHOOL","16.10"
"1040","ACADEMY 20","7240","RAMPART HIGH SCHOOL","11.70"
"1040","ACADEMY 20","7247","RANCH CREEK ELEMENTARY","10.30"
"1040","ACADEMY 20","7460","ROCKRIMMON ELEMENTARY SCHOOL","16.60"
"1040","ACADEMY 20","8779","TCA COLLEGE PATHWAYS","1.00"
"1040","ACADEMY 20","8813","THE DA VINCI ACADEMY SCHOOL","9.70"
"1040","ACADEMY 20","8851","TIMBERVIEW MIDDLE SCHOOL","14.70"
"1040","ACADEMY 20","9714","WOODMEN-ROBERTS ELEMENTARY SCHOOL","7.90"
"1050","ELLICOTT 22","2638","ELLICOTT ELEMENTARY SCHOOL","67.90"
"1050","ELLICOTT 22","2640","ELLICOTT MIDDLE SCHOOL","65.30"
"1050","ELLICOTT 22","2642","ELLICOTT SENIOR HIGH SCHOOL","59.50"
